species_id,phylum_lat,class_lat,order_lat,family_lat,taxon_lat_original,taxon_lat,genus_lat,nativeness_hu,Maximum magasság,Életforma,Szociális magatartási típus,Flóraelem besorolás,invasion_status_hu,Terjedési stratégia,Virágzás kezdete,Virágzás időtartama,WZ,WB,FS,ELLF,RZ,LB,ELLS,NS,NB,ELLN
1355,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus balatonica (Kárpáti) Sennikov &amp; Kurtto,Karpatiosorbus balatonica,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1356,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus barabitsii (C. Németh) Sennikov &amp; Kurtto,Karpatiosorbus barabitsii,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1357,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus barthae (Kárpáti) Sennikov &amp; Kurtto,Karpatiosorbus barthae,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1358,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus bodajkensis (Barabits) Sennikov &amp; Kurtto,Karpatiosorbus bodajkensis,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1359,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus borosianaa (Kárpáti) Sennikov &amp; Kurtto,Karpatiosorbus borosianaa,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1360,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus concavifolia (C. Németh) Sennikov &amp; Kurtto,Karpatiosorbus concavifolia,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1361,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus decipientiformis (Kárpáti) Sennikov &amp; Kurtto,Karpatiosorbus decipientiformis,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1362,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus degenii (Jáv.) Sennikov &amp; Kurtto,Karpatiosorbus degenii,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1363,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus dracofolia (C. Németh) Sennikov &amp; Kurtto,Karpatiosorbus dracofolia,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1364,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus eugenii-kelleri (Kárpáti) Sennikov &amp; Kurtto,Karpatiosorbus eugenii-kelleri,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1365,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus gayeriana (Kárpáti) Sennikov &amp; Kurtto,Karpatiosorbus gayeriana,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1366,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus gerecseensis (Boros &amp; Kárpáti) Sennikov &amp; Kurtto,Karpatiosorbus gerecseensis,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1367,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus karpatii (Boros) Sennikov &amp; Kurtto,Karpatiosorbus karpatii,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1368,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus pelsoensis (C. Németh) Sennikov &amp; Kurtto,Karpatiosorbus pelsoensis,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1369,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus polgariana (C. Németh) Sennikov &amp; Kurtto,Karpatiosorbus polgariana,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1370,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus pseudobakonyensis (Kárpáti) Sennikov &amp; Kurtto,Karpatiosorbus pseudobakonyensis,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1371,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus pseudolatifolia (Boros) Sennikov &amp; Kurtto,Karpatiosorbus pseudolatifolia,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1372,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus pseudosemiincisa (Boros) Sennikov et Kurtto,Karpatiosorbus pseudosemiincisa,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1373,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus pseudovertesensis (Boros) Sennikov &amp; Kurtto,Karpatiosorbus pseudovertesensis,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1374,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus redliana (Kárpáti) Sennikov &amp; Kurtto,Karpatiosorbus redliana,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1375,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus rhombiformis (C. Németh) Sennikov &amp; Kurtto,Karpatiosorbus rhombiformis,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1376,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus semiincisa (Borbás) Sennikov &amp; Kurtto,Karpatiosorbus semiincisa,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1377,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus simonkaiana (Kárpáti) Sennikov &amp; Kurtto,Karpatiosorbus simonkaiana,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1378,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus tobani (C. Németh) Sennikov &amp; Kurtto,Karpatiosorbus tobani,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1379,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus udvardyana (Somlyay &amp; Sennikov) Sennikov &amp; Kurtto,Karpatiosorbus udvardyana,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1380,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus vallerubusensis (C. Németh) Sennikov &amp; Kurtto,Karpatiosorbus vallerubusensis,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1381,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus vallusensis (C. Németh) Sennikov &amp; Kurtto,Karpatiosorbus vallusensis,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1382,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus vertesensis (Boros) Sennikov &amp; Kurtto,Karpatiosorbus vertesensis,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1383,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Karpatiosorbus veszpremensis (Barabits) Sennikov &amp; Kurtto,Karpatiosorbus veszpremensis,Karpatiosorbus,őshonos,,,,,,Cornus,,,,,,,,,,,,
1384,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Kickxia elatine (L.) Dumort.,Kickxia elatine,Kickxia,idegenhonos,50,Th,W,SME,meghonosodott faj,Allium,7,3,7,4,3,4,5,7,0,2-3,3,3
1385,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Kickxia spuria (L.) Dumort.,Kickxia spuria,Kickxia,idegenhonos,50,Th,W,SME,meghonosodott faj,Allium,7,3,8,4,3,4,5,7,0,2-3,4,3
1386,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Kitaibela vitifolia Willd.,Kitaibela vitifolia,Kitaibela,idegenhonos,150,He,,,alkalmi faj,Allium,6,4,,,,,,,,,,
1387,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Knautia arvensis (L.) Coult.,Knautia arvensis,Knautia,őshonos,80,He,DT,EUA,,Allium,5,4,3,4,2,4,4,7,0,2,3,4
1388,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Knautia arvensis (L.) Coult. subsp. kitaibelii (Schult.) Szabó,Knautia arvensis kitaibelii,Knautia,őshonos,80,He,Su,CAR,,Allium,5,4,2,3,2,,4,9,,1,1,
1389,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Knautia dipsacifolia Kreutzer,Knautia dipsacifolia,Knautia,őshonos,100,He,S,CEA,,Allium,6,4,5,6,3,6,3,5,0,2,4,6
1390,Angiospermae,Magnoliopsida,Dipsacales,Caprifoliaceae,Knautia drymeia Heuff.,Knautia drymeia,Knautia,őshonos,80,He,G,CEA,,Allium,5,6,6,6,3,,3,5,,2-3,5,
1391,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Kochia laniflora (S.G. Gmel.) Borbás,Kochia laniflora,Kochia,őshonos,30,Th,NP,CON,,Allium,7,3,1,1,1-2,2,0,9,0,1-2,2,1
1392,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Kochia prostrata (L.) Schrad.,Kochia prostrata,Kochia,őshonos,60,N,S,TUR,,Allium,7,3,0,1,2-3,,5,9,,1-2,1,
1393,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Kochia scoparia (L.) Schrad.,Kochia scoparia,Kochia,idegenhonos,100,Th,W,ADV,alkalmi faj,Allium,7,4,3,5,2-3,,4,8,,3,6,
1394,Angiospermae,Liliopsida,Poales,Poaceae,Koeleria cristata agg.,Koeleria cristata,Koeleria,őshonos,60,He,G,KOZ,,Allium,6,2,3,3,2,3,4,8,0,1-2,2,2
1395,Angiospermae,Liliopsida,Poales,Poaceae,Koeleria glauca (Spreng.) DC.,Koeleria glauca,Koeleria,őshonos,50,He,C,CON,,Allium,6,2,1,1,2,3,0,9,0,1-2,2,1
1396,Angiospermae,Liliopsida,Poales,Poaceae,Koeleria grandis Besser ex Groski,Koeleria grandis,Koeleria,őshonos,100,He,,,,Allium,6,2,3,,2-3,,4,,,1-2,,
1397,Angiospermae,Liliopsida,Poales,Poaceae,Koeleria javorkae Ujhelyi,Koeleria javorkae,Koeleria,őshonos,75,He,Su,PAN,,Allium,5,2,7,7,3,,4,8,,1-2,3,
1398,Angiospermae,Liliopsida,Poales,Poaceae,Koeleria majoriflora (Borbás) Borbás ex Domin,Koeleria majoriflora,Koeleria,őshonos,80,He,G,PAN,,Allium,6,2,3,3,2,,4,7,,1-2,2,
1399,Angiospermae,Liliopsida,Poales,Poaceae,Koeleria pyramidata (Lam.) P. Beauv.,Koeleria pyramidata,Koeleria,őshonos,90,He,G,CEU,,Allium,6,2,2,3,2,4,4,8,0,1-2,2,2
1400,Angiospermae,Liliopsida,Poales,Poaceae,Koeleria rochelii Schur,Koeleria rochelii,Koeleria,őshonos,80,He,,,,Allium,6,2,,,,,,,,,,
1401,Angiospermae,Magnoliopsida,Sapindales,Sapindaceae,Koelreuteria paniculata Laxm.,Koelreuteria paniculata,Koelreuteria,idegenhonos,1200,M-MM,,,özönfaj,Allium,6,2,,,,,,,,,,
1402,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Krascheninnikovia ceratoides (L.) Gueldenst.,Krascheninnikovia ceratoides,Krascheninnikovia,rejtett honosságú,100,M(-N),Su,TUR,meghonosodott faj,Epilobium,7,2,1,2,2,,5,9,,3,3,
1403,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Laburnum anagyroides Medik.,Laburnum anagyroides,Laburnum,idegenhonos,300,M(-MM),S,CEA,meghonosodott faj,Allium,4,2,2,4,2,3,5,7,0,1,2,3
1404,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Lactuca perennis L.,Lactuca perennis,Lactuca,őshonos,80,He,G,CEU,,Epilobium,5,2,0,2,2-3,2,5,9,0,1,2,2
1405,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Lactuca quercina L.,Lactuca quercina,Lactuca,őshonos,100,HT-He,G,CEU,,Epilobium,6,4,4,4,2-4,4,4,6,0,2-3,5,3
1406,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Lactuca saligna L.,Lactuca saligna,Lactuca,rejtett honosságú,100,Th-HT,DT,SME,meghonosodott faj,Epilobium,7,2,2,3,2-3,4,4,8,1,2-3,5,5
1407,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Lactuca sativa L.,Lactuca sativa,Lactuca,idegenhonos,70,Th-HT,,,alkalmi faj,Epilobium,7,4,,,,,,,,,,
1408,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Lactuca serriola L.,Lactuca serriola,Lactuca,idegenhonos,180,Th-HT,W,EUA,meghonosodott faj,Epilobium,7,4,2,3,2-3,4,0,9,0,2-3,4,4
1409,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Lactuca viminea (L.) J. et C. Presl,Lactuca viminea,Lactuca,őshonos,100,HT-He,G,PoM,,Epilobium,7,3,1,2,2,3,4,7,0,,3,3
1410,Angiospermae,Liliopsida,Alismatales,Hydrocharitaceae,Lagarosiphon major (Ridl.) Moss.,Lagarosiphon major,Lagarosiphon,idegenhonos,100,HH,,,alkalmi faj,Wolffia,7,2,,,,,,,,,,
1411,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Lamium album L.,Lamium album,Lamium,idegenhonos,50,He,DT,EUA,meghonosodott faj,Allium,5,3,4,5,3,5,0,6,0,3-5,9,9
1412,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Lamium amplexicaule L.,Lamium amplexicaule,Lamium,idegenhonos,20,Th,W,EUA,meghonosodott faj,Allium,4,2,3,4,3,4,3,6,0,3-4,7,7
1413,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Lamium maculatum (L.) L.,Lamium maculatum,Lamium,őshonos,50,He,DT,EUR,,Allium,4,3,6,6,3-4,6,4,4,0,2,8,8
1414,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Lamium orvala L.,Lamium orvala,Lamium,őshonos,60,He(-Ch),Su,ALB,,Allium,3,3,6,6,3,,3,4,,2,4,
1415,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Lamium purpureum L.,Lamium purpureum,Lamium,idegenhonos,40,Th,W,EUA,meghonosodott faj,Allium,3,4,5,5,2-3,5,4,7,0,3-4,6,7
1416,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Lappula barbata (M. Bieb.) Menyh.,Lappula barbata,Lappula,idegenhonos,70,Th(-HT),,,meghonosodott faj,Bidens,6,3,,,,,,,,,,
1417,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Lappula deflexa (Wahlenb.) Garcke,Lappula deflexa,Lappula,idegenhonos,60,Th(-HT),,ADV,meghonosodott faj,Bidens,6,3,,,,4,,,0,,,8
1418,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Lappula heteracantha (Ledeb.) Borbás,Lappula heteracantha,Lappula,őshonos,40,Th(-HT),S,PoP,,Bidens,6,2,2,2,2,,5,9,,1,1,
1419,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Lappula marginata (M. Bieb.) Gürke,Lappula marginata,Lappula,idegenhonos,70,Th(-HT),A,ADV,meghonosodott faj,Allium,6,2,,,,,,,,,,
1420,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Lappula squarrosa (Retz.) Dumort.,Lappula squarrosa,Lappula,idegenhonos,40,Th(-HT),W,EUA,meghonosodott faj,Bidens,6,2,3,3,2,3,2,8,0,3,6,6
1421,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Lapsana communis L.,Lapsana communis,Lapsana,őshonos,120,HT-He,DT,EUA,,Allium,6,5,4,7,3-4,5,3,5,0,3-4,7,7
1422,Pinophyta,Pinopsida,Pinales,Pinaceae,Larix decidua Mill.,Larix decidua,Larix,idegenhonos,3500,MM,I,CEU,alkalmi faj,Epilobium,3,2,3,4,3,4,0,8,0,2,3,3
1423,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Laser trilobum (L.) Borkh.,Laser trilobum,Laser,őshonos,150,He,S,PoM,,Allium,5,3,3,4,2,4,5,7,0,1,2,2
1424,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Laserpitium latifolium L.,Laserpitium latifolium,Laserpitium,őshonos,150,He,G,EUR,,Allium,6,3,5,5,2,5,4,6,0,2,4,3
1425,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Laserpitium prutenicum L.,Laserpitium prutenicum,Laserpitium,őshonos,100,He,G,CEU,,Allium,6,2,4,6,2,7,3,7,0,2,4,2
1426,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Lathraea squamaria L.,Lathraea squamaria,Lathraea,őshonos,25,Ge,S,EUA,,Allium,3,3,5,6,3,6,3,3,0,2-3,6,6
1427,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus aphaca L.,Lathyrus aphaca,Lathyrus,idegenhonos,30,Th,W,SMO,meghonosodott faj,Allium,5,2,5,3,2,3,5,7,0,2,4,3
1428,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus cicera L.,Lathyrus cicera,Lathyrus,idegenhonos,50,Th,,,alkalmi faj,Allium,6,2,,,,,,,,,,
1429,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus hirsutus L.,Lathyrus hirsutus,Lathyrus,idegenhonos,100,Th,W,SMO,meghonosodott faj,Allium,6,2,3,4,2,4,5,7,0,2,3,
1430,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus lacteus (M. Bieb.) Wissjul.,Lathyrus lacteus,Lathyrus,őshonos,60,He,G,EUR,,Allium,4,2,,4,2,,,8,,2,2,
1431,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus latifolius L.,Lathyrus latifolius,Lathyrus,őshonos,200,He,DT,SME,,Allium,6,2,3,3,2,4,4,7,0,2,3,3
1432,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus linifolius (Reichard) Bässler,Lathyrus linifolius,Lathyrus,őshonos,30,Ge,Su,SAT,,Allium,4,3,5,5,2,5,2,6,0,2,2,2
1433,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus odoratus L.,Lathyrus odoratus,Lathyrus,idegenhonos,160,Th,,,alkalmi faj,Allium,5,2,,,,,,,,,,
1434,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus niger (L.) Bernh.,Lathyrus niger,Lathyrus,őshonos,100,He,G,CEU,,Allium,6,2,4,5,2-3,3,3,5,0,2,3,3
1435,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus nissolia L.,Lathyrus nissolia,Lathyrus,rejtett honosságú,40,Th,G,AsM,meghonosodott faj,Allium,6,4,3,3,0,4,3,8,0,1-2,3,4
1436,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus pallescens (M. Bieb.) K. Koch,Lathyrus pallescens,Lathyrus,őshonos,50,He,S,PoP,,Allium,5,2,3,3,1-2,,4,8,,1,1,
1437,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus palustris L.,Lathyrus palustris,Lathyrus,őshonos,100,He,G,CIR,,Allium,6,3,9,9,4-5,8,5,8,0,2,3,3
1438,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus pannonicus (Jacq.) Garcke,Lathyrus pannonicus,Lathyrus,őshonos,60,He,S,EUA,,Allium,4,2,7,4,4,3,5,8,0,2,2,2
1439,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus pisiformis L.,Lathyrus pisiformis,Lathyrus,őshonos,100,He,Sr,CON,,Allium,5,2,0,4,2,,4,7,,2,4,
1440,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus pratensis L.,Lathyrus pratensis,Lathyrus,őshonos,60,He,DT,EUA,,Allium,6,2,7,7,0,6,4,7,0,3,6,6
1441,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus sativus L.,Lathyrus sativus,Lathyrus,idegenhonos,100,Th,I,ADV,alkalmi faj,Allium,5,2,,,,,,,,,,
1442,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus sphaericus Retz.,Lathyrus sphaericus,Lathyrus,őshonos,30,Th,S,SMO,,Allium,5,3,3,2,1,,4,9,,1,2,
1443,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus sylvestris L.,Lathyrus sylvestris,Lathyrus,őshonos,200,He,G,EUR,,Allium,7,2,4,4,2,4,3,6,0,1,3,2
1444,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus transsylvanicus (Spreng.) Fritsch,Lathyrus transsylvanicus,Lathyrus,őshonos,50,He,Su,CEU,,Allium,6,2,4,5,3,5,4,6,0,2,4,4
1445,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus tuberosus L.,Lathyrus tuberosus,Lathyrus,idegenhonos,100,He,W,EUA,meghonosodott faj,Allium,6,2,3,4,2-3,4,4,7,0,2,4,4
1446,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus venetus (Mill.) Wohlf.,Lathyrus venetus,Lathyrus,őshonos,40,Ge-He,S,PoM,,Allium,5,2,4,5,3,,4,5,,2,4,
1447,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lathyrus vernus (L.) Bernh.,Lathyrus vernus,Lathyrus,őshonos,30,Ge,S,EUA,,Allium,4,2,5,6,3,5,4,4,0,2-3,5,4
1448,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Lavandula angustifolia Mill.,Lavandula angustifolia,Lavandula,idegenhonos,80,Ch,A,ADV,meghonosodott faj,Allium,6,2,,,,,,,,,,
1449,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Lavatera thuringiaca L.,Lavatera thuringiaca,Lavatera,idegenhonos,100,He,DT,CON,meghonosodott faj,Allium,6,4,4,5,3,5,0,7,1,2-3,7,7
1450,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Lavatera trimestris L.,Lavatera trimestris,Lavatera,idegenhonos,100,Th,,ADV,alkalmi faj,Allium,7,4,,,,,,,,,,
1451,Angiospermae,Liliopsida,Poales,Poaceae,Leersia oryzoides (L.) Sw.,Leersia oryzoides,Leersia,őshonos,120,He-HH,C,KOZ,,Sparganium,6,3,9,10,4-5,10,0,8,0,3-4,8,8
1452,Angiospermae,Magnoliopsida,Asterales,Campanulaceae,Legousia speculum-veneris (L.) Chaix,Legousia speculum-veneris,Legousia,idegenhonos,20,Th,W,SME,meghonosodott faj,Allium,6,3,3,4,3,4,4,8,0,2-3,3,3
1453,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lembotropis nigricans (L.) Griseb.,Lembotropis nigricans,Lembotropis,őshonos,100,N-M,G,PON,,Allium,6,3,4,4,3,4,2,6,0,1-2,2,2
1454,Angiospermae,Liliopsida,Alismatales,Araceae,Lemna aequinoctialis Welw.,Lemna aequinoctialis,Lemna,idegenhonos,,HH,,,meghonosodott faj,Wolffia,6,2,,,,,,,,,,
1455,Angiospermae,Liliopsida,Alismatales,Araceae,Lemna gibba L.,Lemna gibba,Lemna,őshonos,,HH,NP,KOZ,,Wolffia,4,5,11,11,5,11,4,7,1,4,8,8
1456,Angiospermae,Liliopsida,Alismatales,Araceae,Lemna minor L.,Lemna minor,Lemna,őshonos,,HH,NP,KOZ,,Wolffia,4,3,11,11,5,11,0,7,1,0,6,6
1457,Angiospermae,Liliopsida,Alismatales,Araceae,Lemna minuta Kunth.,Lemna minuta,Lemna,idegenhonos,,HH,,,átalakító faj,Wolffia,6,2,,,,,,,,,,
1458,Angiospermae,Liliopsida,Alismatales,Araceae,Lemna trisulca L.,Lemna trisulca,Lemna,őshonos,,HH,NP,KOZ,,Wolffia,5,2,11,11,5,12,4,8,1,3,6,5
1459,Angiospermae,Liliopsida,Alismatales,Araceae,Lemna turionifera Landolt,Lemna turionifera,Lemna,nem megerősített,,HH,,,,Wolffia,6,2,,,,,,,,,,
1460,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Lens culinaris Medic.,Lens culinaris,Lens,idegenhonos,30,Th,I,ADV,alkalmi faj,Allium,5,3,,,,,,,,,,
1461,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Leontodon autumnalis L.,Leontodon autumnalis,Leontodon,őshonos,60,He,DT,EUA,,Epilobium,6,6,6,7,2-3,5,0,8,0,2-3,5,5
1462,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Leontodon hispidus L.,Leontodon hispidus,Leontodon,őshonos,60,He,DT,EUR,,Epilobium,5,7,4,4,0,5,0,8,0,2-3,3,6
1463,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Leontodon incanus (L.) Schrank,Leontodon incanus,Leontodon,őshonos,45,He,S,CEU,,Epilobium,4,2,1,1,1-2,3,5,8,0,1-2,1,2
1464,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Leonurus cardiaca L.,Leonurus cardiaca,Leonurus,idegenhonos,100,He,W,EUA,meghonosodott faj,Allium,6,4,3,5,2-3,5,4,7,0,4-5,8,9
1465,Angiospermae,Magnoliopsida,Lamiales,Lamiaceae,Leonurus marrubiastrum L.,Leonurus marrubiastrum,Leonurus,rejtett honosságú,80,Th-HT,W,EUA,meghonosodott faj,Allium,7,2,3,6,3-4,6,4,8,0,3-4,7,8
1466,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Lepidium campestre (L.) R. Br.,Lepidium campestre,Lepidium,rejtett honosságú,60,Th-HT,DT,EUR,meghonosodott faj,Allium,4,3,3,4,2-3,4,4,9,0,3,6,6
1467,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Lepidium cartilagineum (J.C. Mayer) Thell.,Lepidium cartilagineum,Lepidium,őshonos,30,He,S,TUR,,Allium,5,2,2,3,0,,5,9,,1,2,
1468,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Lepidium densiflorum Schrad.,Lepidium densiflorum,Lepidium,idegenhonos,35,Th-HT,W,ADV,meghonosodott faj,Allium,5,4,3,4,2,4,4,8,0,2-3,6,6
1469,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Lepidium graminifolium L.,Lepidium graminifolium,Lepidium,idegenhonos,70,He,W,SME,meghonosodott faj,Allium,5,3,3,3,2,3,3,9,0,3,3,5
1470,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Lepidium perfoliatum L.,Lepidium perfoliatum,Lepidium,idegenhonos,40,Th-HT,DT,EUA,meghonosodott faj,Allium,5,2,3,4,0,6,5,9,2,3,3,5
1471,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Lepidium ruderale L.,Lepidium ruderale,Lepidium,idegenhonos,30,Th-HT,DT,EUA,meghonosodott faj,Allium,5,3,3,4,2-3,4,5,9,0,3-4,5,6
1472,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Lepidium sativum L.,Lepidium sativum,Lepidium,idegenhonos,100,Th,,,alkalmi faj,Allium,5,3,,,,,,,,,,
1473,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Lepidium virginicum L.,Lepidium virginicum,Lepidium,idegenhonos,50,Th-HT,A,ADV,meghonosodott faj,Allium,5,4,3,4,2-3,4,4,8,0,2-3,5,5
1474,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Leucanthemella serotina (L.) Tzvelev,Leucanthemella serotina,Leucanthemella,őshonos,150,He,S,PoP,,Sparganium,8,2,7,7,3-4,,4,7,,2-3,5,
